File,Date,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,Tast_Status,Seal_Presence,Notes
May_24_2023_144714_1370,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1371,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1372,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1373,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1374,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1375,5/31/2023,2:45:42 AM,2:46:09 AM,,,,,,,,,,,00:27,27.30,OFF,U,Faint but speed and turns make me think it is a seal swimming through on the edge of range
May_24_2023_144714_1376,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1377,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1378,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1379,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1382,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_1383,5/31/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2456,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No seals present
May_24_2023_144714_2457,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2461,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2462,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,Blob that doesn’t change shape but moves around a little bit making me think it isn’t a seal
May_24_2023_144714_2465,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2466,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2467,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,Shape that gets distorted by the right side line going out
May_24_2023_144714_2468,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2469,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2471,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2472,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2473,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2474,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2475,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2479,6/6/2023,1:03:20 AM,1:06:28 AM,,,,,,,,,,,03:08,188.00,OFF,U,Movement looks a bit like a seal and the size is right but it does move really slow so it is iffy
May_24_2023_144714_2480,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,Some dark moving figures near the edge of the range. Not convincing though
May_24_2023_144714_2481,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2482,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2483,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2484,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2485,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2492,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2494,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2496,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2497,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2498,6/6/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2557,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2558,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2559,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2560,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2561,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2562,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2563,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2564,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2565,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2566,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2567,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2568,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2569,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2570,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2571,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present quick moving blob moves straight and is not convinving
May_24_2023_144714_2573,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2575,6/7/2023,2:33:33 PM,2:34:15 PM,,,,,,,,,,,00:42,41.80,OFF,U,"Small predator that moves a lot like a seal, definitely feeding on schools of fish. I think it is a seal"
May_24_2023_144714_2587,6/7/2023,4:01:42 PM,4:02:13 PM,,,,,,,,,,,00:31,30.50,OFF,U,faint figure at very start of file that is staying still despite the current that could definitely be a seal
May_24_2023_144714_2588,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2589,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2590,6/7/2023,4:31:43 PM,4:31:47 PM,,,,,,,,,,,00:04,4.40,OFF,Y,Bleeds into the next file. Very certain
May_24_2023_144714_2592,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_2593,6/7/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3766,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present devoid of basically everything
May_24_2023_144714_3767,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3768,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3769,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3770,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3771,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3772,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3773,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3774,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present Something that seems larger than a bird hits surface and causes some bubbles
May_24_2023_144714_3775,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3776,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3777,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3778,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3779,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3780,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3781,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3783,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3784,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3785,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3786,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3787,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3788,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3790,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3791,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3792,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3793,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3794,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3795,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3796,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3797,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3798,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3800,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3801,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3802,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3803,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3804,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3805,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3806,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3807,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3809,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3810,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3811,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3812,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3813,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3814,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3815,6/13/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3876,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3877,6/14/2023,12:03:56 PM,12:04:00 PM,,,,,,,,,,,00:04,4.50,OFF,Y,Really quick hit 
May_24_2023_144714_3879,6/14/2023,12:17:41 PM,12:17:45 PM,,,,,,,,,,,00:05,4.80,OFF,Y,Really quick hit 
May_24_2023_144714_3880,6/14/2023,12:24:20 PM,12:24:26 PM,12:25:13 PM,12:25:18 PM,,,,,,,,,00:11,10.60,OFF,Y,a little on the small side but I think it is a seal especially with the files before having seals
May_24_2023_144714_3881,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3882,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3883,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3884,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3885,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3886,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3887,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3888,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3889,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3890,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3891,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3892,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3893,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3894,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3895,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3897,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3898,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3899,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3900,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3901,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3902,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3903,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3904,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3905,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3906,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3907,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3908,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3909,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3910,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,Blob moves past close to transducer but does not look like seal
May_24_2023_144714_3911,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3912,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3913,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_3914,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals but there is what looks like a large fish swim through at around ping 3800. Could be seal but I am not convinced
May_24_2023_144714_3915,6/14/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4911,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4912,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4913,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4914,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4915,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4917,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4918,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4919,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4920,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4921,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4923,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4925,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4926,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4927,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4928,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4929,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4930,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
May_24_2023_144714_4931,6/20/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_1,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_2,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_4,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_5,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_6,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_7,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_10,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_12,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_15,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_16,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_18,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_19,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_20,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_21,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_22,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_23,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_24,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_25,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_26,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_27,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_28,6/21/2023,1:50:39 AM,1:50:43 AM,,,,,,,,,,,00:04,4.20,OFF,Y,Strikes at a school of fish
Jun_21_2023_145422_30,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_31,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_32,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_33,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_34,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_37,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_38,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_41,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_42,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
Jun_21_2023_145422_43,6/21/2023,,,,,,,,,,,,,00:00,0.00,OFF,N,No Seals present
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
